monthly_income,requested_amount,term_in_months,loan_status,age,monthly_debt,Approval_Probability,AI_Score,Risk_Level
1833.3333333333335,8000,14,1,32,440.0,0.99,844,LOW
8000.0,34500,2,0,60,3760.0,0.03,316,HIGH
5416.666666666666,13900,8,1,50,704.1666666666665,1.0,850,LOW
2000.0,7400,18,1,54,780.0,0.82,751,LOW
4583.333333333333,12300,6,1,28,595.8333333333334,1.0,850,LOW
4166.666666666667,14400,4,0,44,2416.6666666666665,0.0,300,HIGH
2250.0,8100,16,0,28,1304.9999999999998,0.01,305,HIGH
7083.333333333334,30300,12,1,24,1487.5,1.0,850,LOW
3666.666666666667,10700,18,1,61,733.3333333333335,0.97,833,LOW
416.66666666666663,1800,20,0,41,249.99999999999997,0.14,377,HIGH
6916.666666666666,21400,2,1,58,1798.3333333333335,1.0,850,LOW
5000.0,13000,12,1,52,1650.0,0.92,806,LOW
3333.333333333333,10400,14,1,26,366.66666666666663,1.0,850,LOW
3666.666666666667,11700,20,1,43,953.3333333333335,0.99,844,LOW
3666.666666666667,15800,18,0,55,2053.333333333334,0.0,300,HIGH
1583.3333333333335,5000,14,0,34,950.0,0.0,300,HIGH
4166.666666666667,18400,12,1,39,750.0,1.0,850,LOW
6666.666666666666,23700,10,0,59,2666.666666666667,0.14,377,HIGH
6833.333333333334,20700,10,1,30,1435.0,1.0,850,LOW
5833.333333333334,24200,8,1,29,1633.3333333333337,1.0,850,LOW
2000.0,8800,18,0,55,1080.0,0.03,316,HIGH
5500.0,18800,4,1,23,605.0,1.0,850,LOW
2666.666666666667,6900,20,0,31,1146.6666666666667,0.07,338,HIGH
2166.6666666666665,5400,2,0,56,1105.0,0.07,338,HIGH
5750.0,15600,20,1,58,1667.5,0.97,833,LOW
4000.0,14000,2,1,57,760.0,0.99,844,LOW
250.0,1200,4,0,29,102.5,0.31,470,HIGH
3583.333333333333,14100,12,1,43,1325.833333333333,0.94,817,LOW
583.3333333333334,2400,20,0,33,315.00000000000006,0.15,382,HIGH
7833.333333333334,25800,14,1,55,1253.3333333333335,1.0,850,LOW
666.6666666666667,2900,10,1,56,80.0,0.99,844,LOW
3666.666666666667,14900,4,1,21,843.3333333333335,0.94,817,LOW
3916.666666666667,14800,6,0,38,1605.8333333333335,0.13,371,HIGH
1916.6666666666665,5000,8,0,54,1130.8333333333333,0.01,305,HIGH
7083.333333333334,26700,10,0,37,3470.833333333334,0.01,305,HIGH
6333.333333333334,28300,12,0,63,3420.0000000000005,0.0,300,HIGH
2666.666666666667,12600,18,1,62,773.3333333333333,0.98,839,LOW
2000.0,5000,4,1,50,520.0,0.96,828,LOW
416.66666666666663,1100,18,1,56,162.5,0.9,795,LOW
7083.333333333334,28300,2,1,21,2408.333333333334,0.92,806,LOW
7416.666666666666,20900,18,1,56,964.1666666666667,1.0,850,LOW
2333.3333333333335,5600,8,1,35,396.66666666666674,0.99,844,LOW
2416.6666666666665,7000,4,1,47,652.5,0.97,833,LOW
4083.333333333333,17700,8,1,42,653.3333333333333,1.0,850,LOW
8000.0,20700,14,1,48,2160.0,1.0,850,LOW
2750.0,9800,6,0,35,1595.0,0.02,311,HIGH
2333.3333333333335,5900,4,1,26,490.0,0.99,844,LOW
6500.0,22200,10,1,35,2405.0,0.98,839,LOW
2083.3333333333335,8400,12,1,39,625.0,0.98,839,LOW
3666.666666666667,10600,20,1,55,770.0,1.0,850,LOW
6583.333333333334,30800,4,1,27,1711.666666666667,1.0,850,LOW
7416.666666666666,22600,18,0,58,4227.499999999999,0.0,300,HIGH
4666.666666666667,13400,2,1,25,1680.0,0.89,789,LOW
1166.6666666666667,3300,8,1,51,116.66666666666669,1.0,850,LOW
416.66666666666663,1400,4,1,59,149.99999999999997,0.94,817,LOW
4250.0,15300,4,1,52,1275.0,0.97,833,LOW
8166.666666666666,25600,10,1,65,2368.333333333333,0.97,833,LOW
7166.666666666666,21600,16,0,39,3225.0,0.01,305,HIGH
1333.3333333333335,3900,20,1,47,493.33333333333337,0.85,767,LOW
2083.3333333333335,6700,2,0,61,1145.8333333333335,0.01,305,HIGH
7916.666666666666,22600,6,0,39,4116.666666666667,0.04,322,HIGH
2500.0,7800,14,1,59,700.0,0.98,839,LOW
4250.0,13600,18,0,33,2550.0,0.02,311,HIGH
6333.333333333334,23600,6,0,50,2723.333333333334,0.01,305,HIGH
7333.333333333334,18800,14,1,34,1540.0,0.99,844,LOW
916.6666666666667,2900,4,1,42,110.0,1.0,850,LOW
7250.0,30500,2,1,47,1667.5,1.0,850,LOW
5083.333333333333,23600,4,1,45,915.0,1.0,850,LOW
1583.3333333333335,7000,14,0,30,950.0,0.01,305,HIGH
8250.0,38700,6,1,53,3052.5,0.94,817,LOW
4833.333333333333,21100,6,1,47,1788.333333333333,0.91,800,LOW
7916.666666666666,37000,8,1,65,870.8333333333333,0.98,839,LOW
6583.333333333334,26600,12,0,26,3291.666666666667,0.01,305,HIGH
1083.3333333333333,4500,14,0,45,498.33333333333337,0.06,333,HIGH
583.3333333333334,2600,18,1,27,151.66666666666669,0.93,811,LOW
500.0,1200,2,0,50,215.0,0.03,316,HIGH
7833.333333333334,33000,4,1,23,1958.3333333333335,1.0,850,LOW
3166.666666666667,12500,14,0,54,1488.3333333333335,0.0,300,HIGH
6500.0,26300,20,0,53,3575.0,0.0,300,HIGH
6500.0,27700,6,1,25,2535.0,0.88,784,LOW
2250.0,7000,4,1,54,810.0,0.48,564,HIGH
500.0,2300,4,1,56,165.0,0.96,828,LOW
6666.666666666666,28800,10,1,28,1666.6666666666665,0.99,844,LOW
3333.333333333333,11000,8,1,65,566.6666666666666,0.97,833,LOW
2750.0,10800,2,0,56,1155.0,0.32,476,HIGH
4833.333333333333,13300,4,0,55,2126.6666666666665,0.04,322,HIGH
2000.0,4800,12,0,29,940.0,0.04,322,HIGH
6333.333333333334,29700,6,1,51,823.3333333333335,1.0,850,LOW
2083.3333333333335,6900,12,1,65,437.5,0.99,844,LOW
2750.0,11800,4,1,43,330.0,0.99,844,LOW
8166.666666666666,30300,2,0,55,3348.333333333333,0.04,322,HIGH
833.3333333333333,3800,8,1,54,283.3333333333333,0.96,828,LOW
2083.3333333333335,8800,14,1,30,687.5,0.95,822,LOW
1583.3333333333335,6800,4,1,27,332.5,0.96,828,LOW
2583.3333333333335,8500,12,0,32,1033.3333333333335,0.29,459,HIGH
5000.0,11900,2,1,39,1100.0,1.0,850,LOW
5416.666666666666,21600,10,0,53,2925.0,0.03,316,HIGH
4916.666666666667,15800,2,0,64,2310.8333333333335,0.15,382,HIGH
5416.666666666666,15800,16,0,25,3087.4999999999995,0.0,300,HIGH
3166.666666666667,11200,20,1,49,538.3333333333335,1.0,850,LOW
2500.0,11400,10,1,52,275.0,0.97,833,LOW
3583.333333333333,16900,18,1,43,895.8333333333333,1.0,850,LOW
2916.666666666667,8300,2,0,56,1254.1666666666667,0.18,399,HIGH
250.0,500,2,1,43,90.0,0.83,756,LOW
500.0,1400,16,1,29,185.0,0.83,756,LOW
666.6666666666667,1700,4,1,27,160.0,0.95,822,LOW
4666.666666666667,19100,14,0,55,2006.666666666667,0.06,333,HIGH
1500.0,3600,4,1,24,555.0,0.91,800,LOW
5666.666666666666,20800,20,0,52,2323.333333333333,0.11,360,HIGH
3500.0,16800,2,1,28,1050.0,0.97,833,LOW
166.66666666666669,400,6,1,28,65.00000000000001,0.99,844,LOW
7083.333333333334,31800,6,1,61,2691.666666666667,0.96,828,LOW
2333.3333333333335,10100,16,0,61,980.0,0.23,426,HIGH
3000.0,8600,6,1,23,960.0,0.97,833,LOW
5166.666666666667,19500,20,0,61,2273.3333333333335,0.03,316,HIGH
2250.0,10000,2,1,44,630.0000000000001,0.96,828,LOW
5666.666666666666,22900,4,0,48,3229.9999999999995,0.0,300,HIGH
5250.0,24500,18,1,39,840.0,1.0,850,LOW
7333.333333333334,19100,6,1,48,1026.666666666667,1.0,850,LOW
4916.666666666667,13000,2,0,34,2409.166666666667,0.01,305,HIGH
8166.666666666666,37900,18,0,44,4818.333333333333,0.05,327,HIGH
2750.0,8300,6,1,28,660.0,0.98,839,LOW
250.0,500,14,1,21,37.5,0.94,817,LOW
4000.0,11600,16,1,57,1000.0,1.0,850,LOW
6250.0,28300,16,1,40,937.5,1.0,850,LOW
7166.666666666666,21700,4,1,21,2221.6666666666665,1.0,850,LOW
7416.666666666666,21100,6,1,65,2818.333333333333,0.83,756,LOW
8000.0,29600,4,1,59,1200.0,1.0,850,LOW
6416.666666666666,18100,18,1,51,1860.833333333333,1.0,850,LOW
5833.333333333334,15200,2,1,31,933.3333333333335,1.0,850,LOW
6500.0,19500,14,1,57,1170.0,1.0,850,LOW
4250.0,11000,6,0,52,2167.5,0.01,305,HIGH
7833.333333333334,32600,4,0,34,4151.666666666667,0.02,311,HIGH
500.0,2100,6,1,61,50.0,0.99,844,LOW
4250.0,13300,4,1,43,1572.5,0.97,833,LOW
3166.666666666667,14400,2,1,51,443.3333333333334,0.99,844,LOW
4416.666666666667,21200,14,1,22,1015.8333333333335,0.96,828,LOW
916.6666666666667,3600,12,1,25,183.33333333333337,0.99,844,LOW
5333.333333333334,14400,10,0,41,2613.3333333333335,0.01,305,HIGH
4250.0,14500,14,1,45,595.0000000000001,1.0,850,LOW
4416.666666666667,16900,2,0,47,2031.666666666667,0.03,316,HIGH
5583.333333333334,18700,8,1,46,2121.666666666667,0.95,822,LOW
3333.333333333333,9400,8,1,63,1233.3333333333333,0.94,817,LOW
3250.0,11600,8,0,54,1527.5,0.03,316,HIGH
1333.3333333333335,4900,16,1,52,253.33333333333337,0.99,844,LOW
2250.0,7800,14,0,50,922.5,0.06,333,HIGH
1166.6666666666667,3800,8,1,31,151.66666666666669,0.98,839,LOW
6666.666666666666,19200,18,1,49,2333.333333333333,0.97,833,LOW
6833.333333333334,28900,10,0,63,3826.6666666666674,0.01,305,HIGH
4000.0,10300,8,1,47,920.0,0.98,839,LOW
6750.0,19000,6,0,23,3510.0,0.04,322,HIGH
4916.666666666667,14900,14,1,38,1475.0,0.99,844,LOW
6750.0,32100,6,1,60,2092.5,0.99,844,LOW
1166.6666666666667,5000,8,1,23,326.66666666666674,0.87,778,LOW
1333.3333333333335,6300,2,0,52,653.3333333333334,0.11,360,HIGH
3833.333333333333,9400,18,0,22,1533.3333333333335,0.23,426,HIGH
2416.6666666666665,8900,6,1,43,314.1666666666667,0.98,839,LOW
7166.666666666666,24900,20,0,26,3798.333333333333,0.01,305,HIGH
3166.666666666667,14900,20,1,53,1235.0000000000002,0.79,734,MEDIUM
6833.333333333334,20300,4,1,44,888.3333333333335,1.0,850,LOW
2666.666666666667,10100,20,0,32,1573.3333333333335,0.01,305,HIGH
6750.0,23800,10,1,36,1485.0,0.98,839,LOW
8166.666666666666,23300,12,0,39,3919.9999999999995,0.02,311,HIGH
166.66666666666669,500,20,0,26,88.33333333333334,0.16,388,HIGH
5500.0,14100,20,0,44,2750.0,0.01,305,HIGH
7583.333333333334,18300,14,1,32,834.1666666666667,1.0,850,LOW
4583.333333333333,20400,12,0,39,2566.666666666667,0.03,316,HIGH
6000.0,27400,8,1,64,1320.0,1.0,850,LOW
2000.0,5600,16,1,28,579.9999999999999,0.97,833,LOW
8000.0,25500,20,1,38,1920.0,1.0,850,LOW
4833.333333333333,16700,12,1,63,1256.6666666666667,1.0,850,LOW
1916.6666666666665,6000,8,1,46,287.49999999999994,1.0,850,LOW
250.0,1200,4,1,33,92.5,0.68,674,MEDIUM
8250.0,27000,16,1,25,825.0,1.0,850,LOW
2916.666666666667,14000,2,0,53,1225.0,0.12,366,HIGH
4000.0,18500,20,0,24,1760.0,0.09,349,HIGH
1333.3333333333335,5200,16,1,28,146.66666666666669,1.0,850,LOW
666.6666666666667,2500,12,1,49,193.33333333333331,1.0,850,LOW
7500.0,33500,18,1,62,1575.0,1.0,850,LOW
6916.666666666666,28900,12,1,42,2005.833333333333,1.0,850,LOW
2333.3333333333335,6100,18,1,45,606.6666666666667,0.99,844,LOW
5333.333333333334,17300,10,1,40,1333.3333333333335,1.0,850,LOW
5000.0,12600,16,0,54,3000.0,0.03,316,HIGH
2416.6666666666665,9800,16,0,35,1377.4999999999998,0.01,305,HIGH
5416.666666666666,24100,20,1,23,1191.6666666666665,1.0,850,LOW
166.66666666666669,400,8,0,33,70.0,0.32,476,HIGH
7000.0,24600,14,0,59,3640.0,0.0,300,HIGH
5083.333333333333,17800,20,1,47,965.8333333333333,1.0,850,LOW
6666.666666666666,31200,8,1,41,2200.0,0.99,844,LOW
750.0,1800,14,0,39,450.0,0.04,322,HIGH
6083.333333333334,20000,6,0,26,2798.333333333334,0.01,305,HIGH
3083.333333333333,7400,12,1,40,678.3333333333333,0.98,839,LOW
4333.333333333333,17200,12,1,52,1473.3333333333335,0.98,839,LOW
6000.0,21000,14,1,34,2280.0,0.94,817,LOW
7833.333333333334,34200,10,1,26,1958.3333333333335,1.0,850,LOW
2833.333333333333,12400,2,0,44,1388.333333333333,0.02,311,HIGH
500.0,2300,8,0,23,275.00000000000006,0.05,327,HIGH
2750.0,10000,16,1,54,742.5,1.0,850,LOW
4916.666666666667,14300,2,0,38,2851.666666666667,0.0,300,HIGH
1083.3333333333333,3600,16,0,40,530.8333333333333,0.08,344,HIGH
4750.0,16900,4,0,30,2422.5,0.01,305,HIGH
6416.666666666666,27300,16,1,23,1539.9999999999998,0.98,839,LOW
5833.333333333334,23500,18,0,44,2450.0,0.07,338,HIGH
6750.0,21900,18,1,44,2497.5,0.85,767,LOW
1583.3333333333335,4200,4,1,32,253.33333333333337,0.98,839,LOW
3750.0,9100,18,0,48,2212.5,0.01,305,HIGH
8000.0,34000,12,1,33,1600.0,0.99,844,LOW
4500.0,20700,8,1,25,1304.9999999999998,0.98,839,LOW
6500.0,27200,16,1,49,1365.0,1.0,850,LOW
6833.333333333334,19100,8,0,40,3963.333333333333,0.0,300,HIGH
7416.666666666666,28500,6,0,24,3337.5,0.0,300,HIGH
1166.6666666666667,3100,20,0,45,501.66666666666674,0.08,344,HIGH
1416.6666666666665,5900,16,1,60,509.99999999999994,0.92,806,LOW
4416.666666666667,19500,12,0,50,2340.8333333333335,0.03,316,HIGH
5416.666666666666,25200,10,1,42,2112.5,0.92,806,LOW
4916.666666666667,14000,8,0,50,2556.666666666667,0.02,311,HIGH
8166.666666666666,27000,2,1,55,3021.666666666666,0.78,729,MEDIUM
6416.666666666666,16200,6,1,58,2374.1666666666665,0.86,773,LOW
6583.333333333334,27100,10,1,40,1053.3333333333335,1.0,850,LOW
2916.666666666667,8900,20,1,65,1137.5000000000002,0.86,773,LOW
2000.0,6600,2,0,25,900.0,0.19,404,HIGH
8250.0,35700,10,1,28,3052.5,0.92,806,LOW
3250.0,14500,8,0,52,1397.5,0.08,344,HIGH
6083.333333333334,28500,10,0,46,2920.0,0.02,311,HIGH
5333.333333333334,21900,12,0,24,2720.0,0.02,311,HIGH
5916.666666666666,19800,18,0,22,3254.166666666667,0.04,322,HIGH
7333.333333333334,19000,14,0,27,3813.333333333334,0.0,300,HIGH
6166.666666666666,21000,4,1,27,2343.333333333333,0.94,817,LOW
3666.666666666667,12000,20,0,52,1613.3333333333335,0.04,322,HIGH
7166.666666666666,30300,14,0,49,3798.333333333333,0.03,316,HIGH
5750.0,26000,14,1,41,1265.0,0.99,844,LOW
8000.0,27500,20,1,26,880.0,0.99,844,LOW
6750.0,25700,8,0,35,3105.0,0.0,300,HIGH
2166.6666666666665,9400,18,1,61,736.6666666666667,0.94,817,LOW
7750.0,26100,14,1,39,930.0,1.0,850,LOW
1750.0,5600,16,1,23,612.4999999999999,0.89,789,LOW
7500.0,21500,14,1,60,975.0,1.0,850,LOW
5833.333333333334,19200,4,0,34,3441.666666666667,0.0,300,HIGH
1833.3333333333335,6400,20,0,54,1026.666666666667,0.04,322,HIGH
6250.0,28200,2,1,32,687.5,1.0,850,LOW
6916.666666666666,16800,2,0,34,3665.833333333333,0.0,300,HIGH
250.0,600,2,0,57,100.0,0.29,459,HIGH
250.0,800,4,1,34,32.5,0.98,839,LOW
3250.0,14900,4,1,50,1007.5,0.99,844,LOW
5500.0,20300,6,0,33,3190.0,0.0,300,HIGH
3416.666666666667,10700,8,1,39,546.6666666666667,1.0,850,LOW
1500.0,5300,12,1,61,495.0,0.98,839,LOW
5833.333333333334,16100,16,1,54,758.3333333333335,1.0,850,LOW
4250.0,13700,6,0,24,1912.5,0.0,300,HIGH
250.0,600,8,1,21,95.0,0.84,762,LOW
3583.333333333333,11400,2,0,23,2078.333333333333,0.01,305,HIGH
2666.666666666667,12000,14,0,42,1493.3333333333337,0.0,300,HIGH
3500.0,11500,6,1,30,840.0,0.99,844,LOW
8000.0,22900,8,1,63,880.0,1.0,850,LOW
1083.3333333333333,3600,10,0,33,552.5,0.05,327,HIGH
2000.0,9300,2,0,58,1000.0,0.17,393,HIGH
500.0,1600,10,0,64,270.0,0.01,305,HIGH
8000.0,38000,10,1,24,2880.0,0.94,817,LOW
333.33333333333337,1200,4,1,43,123.33333333333334,0.93,811,LOW
4916.666666666667,19900,14,0,50,2605.8333333333335,0.0,300,HIGH
583.3333333333334,1400,10,0,49,344.16666666666663,0.05,327,HIGH
7166.666666666666,17700,20,1,27,1576.6666666666665,0.99,844,LOW
7500.0,34000,4,1,33,2325.0,1.0,850,LOW
4250.0,20400,6,1,40,807.5,0.98,839,LOW
416.66666666666663,1500,6,0,50,199.99999999999997,0.25,437,HIGH
1333.3333333333335,3800,10,1,56,400.0,0.94,817,LOW
8166.666666666666,23900,14,1,49,2531.6666666666665,0.94,817,LOW
6500.0,29700,20,0,28,3315.0,0.02,311,HIGH
5416.666666666666,24000,16,1,23,1895.833333333333,0.98,839,LOW
6250.0,26500,12,0,65,3625.0,0.02,311,HIGH
7416.666666666666,23400,18,0,61,3263.333333333333,0.01,305,HIGH
1500.0,5800,14,0,53,660.0,0.08,344,HIGH
6333.333333333334,27800,6,1,36,1076.666666666667,1.0,850,LOW
1000.0,4600,6,1,61,140.00000000000003,0.99,844,LOW
2250.0,10400,2,1,54,877.5,0.86,773,LOW
3833.333333333333,10900,12,1,57,1418.333333333333,0.96,828,LOW
5750.0,18700,10,0,21,2760.0,0.01,305,HIGH
7000.0,25200,2,0,64,3080.0,0.04,322,HIGH
250.0,500,18,1,24,82.5,0.91,800,LOW
7916.666666666666,37500,4,1,21,1029.1666666666667,0.99,844,LOW
1583.3333333333335,5900,8,1,62,459.16666666666663,0.99,844,LOW
3500.0,14500,20,0,64,2030.0,0.03,316,HIGH
1833.3333333333335,7900,18,1,31,715.0,0.82,751,LOW
5916.666666666666,19700,4,1,38,1834.1666666666665,0.99,844,LOW
2916.666666666667,11600,10,1,56,758.3333333333335,1.0,850,LOW
333.33333333333337,800,18,0,46,173.33333333333337,0.14,377,HIGH
7333.333333333334,34400,2,0,64,3226.666666666667,0.06,333,HIGH
1500.0,6600,10,1,25,390.0,0.97,833,LOW
6333.333333333334,29300,14,1,52,1203.3333333333335,1.0,850,LOW
833.3333333333333,3200,4,0,22,474.99999999999994,0.08,344,HIGH
6833.333333333334,27200,10,0,57,3690.0000000000005,0.01,305,HIGH
3000.0,12400,8,1,38,900.0,1.0,850,LOW
7833.333333333334,23700,18,0,53,4230.000000000001,0.03,316,HIGH
2166.6666666666665,9100,4,1,41,324.99999999999994,1.0,850,LOW
7916.666666666666,30700,10,0,49,3641.666666666667,0.0,300,HIGH
2916.666666666667,11700,14,1,29,379.16666666666674,1.0,850,LOW
8166.666666666666,35700,10,0,26,4654.999999999999,0.01,305,HIGH
666.6666666666667,3100,18,1,21,113.33333333333336,0.88,784,LOW
8083.333333333334,37300,20,1,57,1535.8333333333335,0.99,844,LOW
5166.666666666667,21300,12,1,51,1498.3333333333335,0.99,844,LOW
3666.666666666667,16600,18,1,33,953.3333333333335,1.0,850,LOW
1500.0,3800,4,1,21,525.0,0.98,839,LOW
1416.6666666666665,5300,14,1,40,453.33333333333326,0.95,822,LOW
3250.0,14100,16,0,62,1820.0000000000002,0.02,311,HIGH
1833.3333333333335,7900,6,0,33,1008.3333333333335,0.03,316,HIGH
5250.0,17700,2,0,46,2520.0,0.03,316,HIGH
1833.3333333333335,8700,18,0,38,953.3333333333335,0.01,305,HIGH
6750.0,28400,6,1,54,877.5,1.0,850,LOW
5666.666666666666,17000,2,1,65,1133.3333333333333,0.99,844,LOW
3916.666666666667,14800,20,1,62,1214.1666666666667,0.99,844,LOW
1833.3333333333335,5300,2,0,62,843.3333333333335,0.15,382,HIGH
2916.666666666667,13000,6,1,33,758.3333333333335,1.0,850,LOW
2916.666666666667,11600,10,1,42,350.0,1.0,850,LOW
416.66666666666663,1500,12,1,52,162.5,0.86,773,LOW
8250.0,35800,20,1,23,990.0,0.97,833,LOW
7000.0,25000,12,1,63,1820.0,0.99,844,LOW
4166.666666666667,18800,14,1,28,458.33333333333337,1.0,850,LOW
4583.333333333333,13400,10,0,49,2016.6666666666665,0.0,300,HIGH
2500.0,11900,14,0,57,1225.0,0.12,366,HIGH
7833.333333333334,21400,10,1,47,1175.0,1.0,850,LOW
6333.333333333334,29000,8,0,33,3420.0000000000005,0.0,300,HIGH
4583.333333333333,16300,10,0,37,2337.5,0.02,311,HIGH
2583.3333333333335,7400,18,1,43,413.33333333333337,1.0,850,LOW
6416.666666666666,27700,4,1,48,2502.5,0.9,795,LOW
8166.666666666666,25400,2,0,21,4328.333333333333,0.01,305,HIGH
2666.666666666667,9200,14,1,30,613.3333333333335,0.97,833,LOW
583.3333333333334,2600,20,1,31,87.5,0.96,828,LOW
2583.3333333333335,8600,14,0,25,1550.0,0.0,300,HIGH
3750.0,10500,20,1,31,900.0,0.99,844,LOW
7416.666666666666,24800,18,1,63,2447.5,0.94,817,LOW
4916.666666666667,23200,2,1,48,1327.5,0.99,844,LOW
1250.0,4500,18,1,65,437.5,0.79,734,MEDIUM
5250.0,15200,16,1,53,682.5,1.0,850,LOW
5416.666666666666,18200,20,1,41,1570.833333333333,0.99,844,LOW
6666.666666666666,31500,18,0,60,3799.9999999999995,0.02,311,HIGH
2750.0,10600,14,1,33,907.5,0.95,822,LOW
3250.0,10000,10,0,65,1430.0,0.08,344,HIGH
1333.3333333333335,3500,10,0,63,653.3333333333334,0.05,327,HIGH
3250.0,13900,18,1,53,1007.5,1.0,850,LOW
6666.666666666666,26300,12,1,52,799.9999999999999,0.99,844,LOW
1833.3333333333335,4800,6,0,32,1008.3333333333335,0.0,300,HIGH
6333.333333333334,30300,12,0,35,3356.666666666667,0.02,311,HIGH
2250.0,6800,6,1,41,315.00000000000006,1.0,850,LOW
5250.0,23200,12,1,62,1417.5,1.0,850,LOW
6416.666666666666,18700,8,0,56,3785.833333333333,0.0,300,HIGH
3750.0,17200,18,0,32,2100.0000000000005,0.01,305,HIGH
7833.333333333334,24800,14,1,22,1880.0,1.0,850,LOW
3833.333333333333,12600,16,1,50,1380.0,0.98,839,LOW
4333.333333333333,15700,6,1,58,953.3333333333333,1.0,850,LOW
6666.666666666666,29800,18,0,35,3199.9999999999995,0.0,300,HIGH
8250.0,38500,2,1,60,1072.5,0.99,844,LOW
7083.333333333334,18600,10,1,34,708.3333333333335,1.0,850,LOW
4083.333333333333,12000,20,1,36,571.6666666666667,1.0,850,LOW
5833.333333333334,24200,2,1,44,933.3333333333335,1.0,850,LOW
8000.0,25900,18,0,55,3200.0,0.03,316,HIGH
8083.333333333334,23700,6,1,26,2182.5000000000005,0.9,795,LOW
5166.666666666667,14300,20,1,51,1963.3333333333335,0.84,762,LOW
3416.666666666667,9600,10,1,22,1093.3333333333335,0.9,795,LOW
5083.333333333333,19900,20,0,57,2541.6666666666665,0.01,305,HIGH
583.3333333333334,1900,18,1,31,215.83333333333337,0.83,756,LOW
5333.333333333334,24100,12,1,45,1173.3333333333335,0.99,844,LOW
3166.666666666667,7800,20,1,43,1140.0,0.89,789,LOW
4083.333333333333,14800,12,1,50,1551.6666666666665,0.94,817,LOW
1750.0,6600,20,0,38,857.5,0.06,333,HIGH
5166.666666666667,23400,8,1,24,1653.3333333333335,0.96,828,LOW
1333.3333333333335,5100,8,1,47,320.0,0.96,828,LOW
1083.3333333333333,5000,20,0,30,433.33333333333337,0.21,415,HIGH
6083.333333333334,22500,2,1,23,2250.8333333333335,0.98,839,LOW
1750.0,5000,4,1,28,577.5,0.95,822,LOW
500.0,2400,18,1,24,140.00000000000003,0.97,833,LOW
5833.333333333334,24500,18,1,57,2100.0,0.95,822,LOW
2500.0,6800,10,1,51,700.0,0.97,833,LOW
750.0,2900,20,1,44,255.00000000000003,0.88,784,LOW
8000.0,35000,2,1,32,1600.0,1.0,850,LOW
1250.0,3600,14,1,21,300.0,0.82,751,LOW
4166.666666666667,18900,6,1,56,458.33333333333337,0.99,844,LOW
416.66666666666663,1700,4,0,43,166.66666666666669,0.7,685,MEDIUM
6333.333333333334,28100,12,0,62,3420.0000000000005,0.0,300,HIGH
4583.333333333333,21200,20,1,41,1237.5,0.99,844,LOW
5500.0,23300,12,1,64,1815.0,0.99,844,LOW
1166.6666666666667,3200,14,0,37,641.6666666666667,0.1,355,HIGH
7333.333333333334,26600,16,0,46,3593.333333333334,0.0,300,HIGH
5166.666666666667,24200,18,0,25,2376.666666666667,0.43,536,HIGH
6916.666666666666,27900,18,1,32,2697.5,0.97,833,LOW
2000.0,8100,6,0,55,980.0,0.0,300,HIGH
7583.333333333334,31200,4,1,35,1289.166666666667,1.0,850,LOW
7916.666666666666,34900,4,1,23,1266.6666666666665,0.99,844,LOW
1000.0,3400,20,0,58,460.0,0.11,360,HIGH
6416.666666666666,19300,8,0,38,3657.4999999999995,0.0,300,HIGH
6500.0,22000,20,1,30,1495.0,1.0,850,LOW
7833.333333333334,20000,4,1,65,3055.0,0.85,767,LOW
1416.6666666666665,5700,12,0,21,736.6666666666665,0.06,333,HIGH
3333.333333333333,13700,6,1,53,999.9999999999999,0.97,833,LOW
3500.0,15500,18,0,61,1540.0,0.05,327,HIGH
2000.0,7700,6,1,50,660.0,0.91,800,LOW
2250.0,6100,14,0,31,1327.5,0.02,311,HIGH
500.0,1800,4,0,52,295.0,0.01,305,HIGH
3833.333333333333,15600,2,1,24,843.3333333333333,1.0,850,LOW
6000.0,17700,4,1,38,1740.0,0.98,839,LOW
3916.666666666667,15500,16,0,65,2075.8333333333335,0.02,311,HIGH
3583.333333333333,10100,2,1,51,573.3333333333333,1.0,850,LOW
3916.666666666667,10200,16,1,42,1096.666666666667,1.0,850,LOW
7250.0,30000,4,1,29,1595.0,1.0,850,LOW
5833.333333333334,20500,10,1,58,1691.6666666666665,0.95,822,LOW
500.0,1100,10,1,54,60.0,0.99,844,LOW
5666.666666666666,16900,12,0,61,2663.333333333333,0.02,311,HIGH
5333.333333333334,14100,20,0,49,2346.666666666667,0.06,333,HIGH
6333.333333333334,29900,18,0,37,2660.0,0.15,382,HIGH
7500.0,21400,8,0,59,4050.0,0.04,322,HIGH
2000.0,5900,10,0,21,900.0,0.05,327,HIGH
5666.666666666666,17900,6,1,34,906.6666666666665,1.0,850,LOW
2916.666666666667,13500,10,0,58,1370.8333333333335,0.03,316,HIGH
7416.666666666666,34000,20,1,21,2224.9999999999995,0.94,817,LOW
5000.0,15300,8,1,64,1500.0,1.0,850,LOW
583.3333333333334,2500,14,1,63,134.16666666666669,0.95,822,LOW
5666.666666666666,17300,18,1,54,2210.0,0.91,800,LOW
4416.666666666667,10700,12,0,44,2164.166666666667,0.08,344,HIGH
1166.6666666666667,4200,4,1,43,455.0,0.83,756,LOW
1166.6666666666667,4600,4,0,41,478.33333333333337,0.17,393,HIGH
7666.666666666666,21700,6,1,62,2376.6666666666665,0.98,839,LOW
6583.333333333334,29200,2,0,28,2765.0,0.08,344,HIGH
